 ID,PARAM,dateTime,Riviere-des-Prairies,SYM
02OA072,1,2050/03/11,810,
02OA072,1,2050/03/12,785,
02OA072,1,2050/03/13,839,
02OA072,1,2050/03/14,887,
02OA072,1,2050/03/15,817,
02OA072,1,2050/03/16,732,
02OA072,1,2050/03/17,765,
02OA072,1,2050/03/18,737,
02OA072,1,2050/03/19,751,
02OA072,1,2050/03/20,706,
02OA072,1,2050/03/21,702,
02OA072,1,2050/03/22,696,
02OA072,1,2050/03/23,685,
02OA072,1,2050/03/24,675,
02OA072,1,2050/03/25,676,
02OA072,1,2050/03/26,716,
02OA072,1,2050/03/27,708,
02OA072,1,2050/03/28,704,
02OA072,1,2050/03/29,804,
02OA072,1,2050/03/30,806,
02OA072,1,2050/03/31,1020,
02OA072,1,2050/04/01,1130,
02OA072,1,2050/04/02,1220,
02OA072,1,2050/04/03,1210,
02OA072,1,2050/04/04,1190,
02OA072,1,2050/04/05,1190,
02OA072,1,2050/04/06,1200,
02OA072,1,2050/04/07,1310,
02OA072,1,2050/04/08,1470,
02OA072,1,2050/04/09,1630,
02OA072,1,2050/04/10,1830,
02OA072,1,2050/04/11,2080,
02OA072,1,2050/04/12,2270,
02OA072,1,2050/04/13,2290,
02OA072,1,2050/04/14,2240,
02OA072,1,2050/04/15,2150,
02OA072,1,2050/04/16,2550,
02OA072,1,2050/04/17,2040,
02OA072,1,2050/04/18,2020,
02OA072,1,2050/04/19,1790,
02OA072,1,2050/04/20,1790,
02OA072,1,2050/04/21,1860,
02OA072,1,2050/04/22,1950,
02OA072,1,2050/04/23,2010,
02OA072,1,2050/04/24,2050,
02OA072,1,2050/04/25,1990,
02OA072,1,2050/04/26,1980,
02OA072,1,2050/04/27,1900,
02OA072,1,2050/04/28,1890,
02OA072,1,2050/04/29,1880,
02OA072,1,2050/04/30,1800,
02OA072,1,2050/05/01,1620,
02OA072,1,2050/05/02,1520,
02OA072,1,2050/05/03,1440,
02OA072,1,2050/05/04,1340,
02OA072,1,2050/05/05,1250,
02OA072,1,2050/05/06,1360,
02OA072,1,2050/05/07,1350,
02OA072,1,2050/05/08,1320,
02OA072,1,2050/05/09,1310,
02OA072,1,2050/05/10,1250,
02OA072,1,2050/05/11,1240,
02OA072,1,2050/05/12,1200,
02OA072,1,2050/05/13,1180,
02OA072,1,2050/05/14,1070,
02OA072,1,2050/05/15,1010,
02OA072,1,2050/05/16,1050,
02OA072,1,2050/05/17,1000,
02OA072,1,2050/05/18,949,
02OA072,1,2050/05/19,956,
02OA072,1,2050/05/20,1060,
02OA072,1,2050/05/21,1020,
02OA072,1,2050/05/22,950,
02OA072,1,2050/05/23,1010,
02OA072,1,2050/05/24,1020,
02OA072,1,2050/05/25,1110,
02OA072,1,2050/05/26,1190,
02OA072,1,2050/05/27,1170,
02OA072,1,2050/05/28,1110,
02OA072,1,2050/05/29,1140,
02OA072,1,2050/05/30,1070,
02OA072,1,2050/05/31,1080,
02OA072,1,2050/06/01,1260,
02OA072,1,2050/06/02,1380,
02OA072,1,2050/06/03,1370,
02OA072,1,2050/06/04,1370,
02OA072,1,2050/06/05,1330,
02OA072,1,2050/06/06,1290,
02OA072,1,2050/06/07,1330,
02OA072,1,2050/06/08,1340,
02OA072,1,2050/06/09,1310,
02OA072,1,2050/06/10,1230,
02OA072,1,2050/06/11,1320,
02OA072,1,2050/06/12,1320,
02OA072,1,2050/06/13,1320,
02OA072,1,2050/06/14,1310,
02OA072,1,2050/06/15,1230,
02OA072,1,2050/06/16,1180,
02OA072,1,2050/06/17,1170,
02OA072,1,2050/06/18,1170,
02OA072,1,2050/06/19,1090,
02OA072,1,2050/06/20,1090,
02OA072,1,2050/06/21,1100,
02OA072,1,2050/06/22,1140,
02OA072,1,2050/06/23,1150,
02OA072,1,2050/06/24,1150,
02OA072,1,2050/06/25,1140,
02OA072,1,2050/06/26,1120,
02OA072,1,2050/06/27,1060,
02OA072,1,2050/06/28,1020,
02OA072,1,2050/06/29,1050,
02OA072,1,2050/06/30,1070,
02OA072,1,2050/07/01,1060,
02OA072,1,2050/07/02,1020,
02OA072,1,2050/07/03,951,
02OA072,1,2050/07/04,927,
02OA072,1,2050/07/05,915,
02OA072,1,2050/07/06,922,
02OA072,1,2050/07/07,925,
02OA072,1,2050/07/08,921,
02OA072,1,2050/07/09,923,
02OA072,1,2050/07/10,931,
02OA072,1,2050/07/11,863,
02OA072,1,2050/07/12,831,
02OA072,1,2050/07/13,792,
02OA072,1,2050/07/14,731,
02OA072,1,2050/07/15,742,
02OA072,1,2050/07/16,742,
02OA072,1,2050/07/17,761,
02OA072,1,2050/07/18,763,
02OA072,1,2050/07/19,786,
02OA072,1,2050/07/20,749,
02OA072,1,2050/07/21,730,
02OA072,1,2050/07/22,692,
02OA072,1,2050/07/23,650,
02OA072,1,2050/07/24,650,
02OA072,1,2050/07/25,643,
02OA072,1,2050/07/26,622,
02OA072,1,2050/07/27,651,
02OA072,1,2050/07/28,682,
02OA072,1,2050/07/29,682,
02OA072,1,2050/07/30,690,
02OA072,1,2050/07/31,676,
02OA072,1,2050/08/01,693,
02OA072,1,2050/08/02,622,
02OA072,1,2050/08/03,655,
02OA072,1,2050/08/04,725,
02OA072,1,2050/08/05,653,
02OA072,1,2050/08/06,645,
02OA072,1,2050/08/07,700,
02OA072,1,2050/08/08,639,
02OA072,1,2050/08/09,653,
02OA072,1,2050/08/10,640,
02OA072,1,2050/08/11,633,
02OA072,1,2050/08/12,651,
02OA072,1,2050/08/13,655,
02OA072,1,2050/08/14,638,
02OA072,1,2050/08/15,652,
02OA072,1,2050/08/16,660,
02OA072,1,2050/08/17,645,
02OA072,1,2050/08/18,648,
02OA072,1,2050/08/19,644,
02OA072,1,2050/08/20,675,
02OA072,1,2050/08/21,641,
02OA072,1,2050/08/22,626,
02OA072,1,2050/08/23,628,
02OA072,1,2050/08/24,600,
02OA072,1,2050/08/25,651,
02OA072,1,2050/08/26,640,
02OA072,1,2050/08/27,654,
02OA072,1,2050/08/28,652,
02OA072,1,2050/08/29,661,
02OA072,1,2050/08/30,677,
02OA072,1,2050/08/31,595,
02OA072,1,2050/09/01,621,
02OA072,1,2050/09/02,632,
02OA072,1,2050/09/03,623,
02OA072,1,2050/09/04,631,
02OA072,1,2050/09/05,647,
02OA072,1,2050/09/06,615,
02OA072,1,2050/09/07,626,
02OA072,1,2050/09/08,663,
02OA072,1,2050/09/09,743,
02OA072,1,2050/09/10,643,
02OA072,1,2050/09/11,653,
02OA072,1,2050/09/12,631,
02OA072,1,2050/09/13,580,
02OA072,1,2050/09/14,596,
02OA072,1,2050/09/15,664,
02OA072,1,2050/09/16,607,
02OA072,1,2050/09/17,595,
02OA072,1,2050/09/18,618,
02OA072,1,2050/09/19,653,
02OA072,1,2050/09/20,626,
02OA072,1,2050/09/21,579,
02OA072,1,2050/09/22,580,
02OA072,1,2050/09/23,602,
02OA072,1,2050/09/24,654,
02OA072,1,2050/09/25,669,
02OA072,1,2050/09/26,670,
02OA072,1,2050/09/27,697,
02OA072,1,2050/09/28,655,
02OA072,1,2050/09/29,707,
02OA072,1,2050/09/30,681,
02OA072,1,2050/10/01,648,
02OA072,1,2050/10/02,688,
02OA072,1,2050/10/03,746,
02OA072,1,2050/10/04,763,
02OA072,1,2050/10/05,833,
02OA072,1,2050/10/06,827,
02OA072,1,2050/10/07,790,
02OA072,1,2050/10/08,734,
02OA072,1,2050/10/09,759,
02OA072,1,2050/10/10,846,
02OA072,1,2050/10/11,805,
02OA072,1,2050/10/12,774,
02OA072,1,2050/10/13,808,
02OA072,1,2050/10/14,802,
02OA072,1,2050/10/15,764,
02OA072,1,2050/10/16,766,
02OA072,1,2050/10/17,813,
02OA072,1,2050/10/18,945,
02OA072,1,2050/10/19,1060,
02OA072,1,2050/10/20,1130,
02OA072,1,2050/10/21,1210,
02OA072,1,2050/10/22,1420,
02OA072,1,2050/10/23,1390,
02OA072,1,2050/10/24,1420,
02OA072,1,2050/10/25,1410,
02OA072,1,2050/10/26,1350,
02OA072,1,2050/10/27,1380,
02OA072,1,2050/10/28,1430,
02OA072,1,2050/10/29,1440,
02OA072,1,2050/10/30,1510,
02OA072,1,2050/10/31,1430,
02OA072,1,2050/11/01,1390,
02OA072,1,2050/11/02,1630,
02OA072,1,2050/11/03,1340,
02OA072,1,2050/11/04,1350,
02OA072,1,2050/11/05,1330,
02OA072,1,2050/11/06,1360,
02OA072,1,2050/11/07,1380,
02OA072,1,2050/11/08,1370,
02OA072,1,2050/11/09,1320,
02OA072,1,2050/11/10,1320,
02OA072,1,2050/11/11,1320,
02OA072,1,2050/11/12,1260,
02OA072,1,2050/11/13,1240,
02OA072,1,2050/11/14,1230,
02OA072,1,2050/11/15,1200,
02OA072,1,2050/11/16,1240,
02OA072,1,2050/11/17,1190,
02OA072,1,2050/11/18,1140,
02OA072,1,2050/11/19,1160,
02OA072,1,2050/11/20,1200,
02OA072,1,2050/11/21,1180,
02OA072,1,2050/11/22,1150,
02OA072,1,2050/11/23,1110,
02OA072,1,2050/11/24,1110,
02OA072,1,2050/11/25,1110,
02OA072,1,2050/11/26,1050,
02OA072,1,2050/11/27,981,
02OA072,1,2050/11/28,1090,
02OA072,1,2050/11/29,1370,
02OA072,1,2050/11/30,1410,
02OA072,1,2050/12/01,1450,
02OA072,1,2050/12/02,1480,
02OA072,1,2050/12/03,1430,
02OA072,1,2050/12/04,1360,
02OA072,1,2050/12/05,1320,
02OA072,1,2050/12/06,1340,
02OA072,1,2050/12/07,1360,
02OA072,1,2050/12/08,1330,
02OA072,1,2050/12/09,1280,
02OA072,1,2050/12/10,1240,
02OA072,1,2050/12/11,1310,
02OA072,1,2050/12/12,1240,
02OA072,1,2050/12/13,1100,
02OA072,1,2050/12/14,1120,
02OA072,1,2050/12/15,1140,
02OA072,1,2050/12/16,1090,
02OA072,1,2050/12/17,1060,
02OA072,1,2050/12/18,1090,
02OA072,1,2050/12/19,1140,
02OA072,1,2050/12/20,1100,
02OA072,1,2050/12/21,1040,
02OA072,1,2050/12/22,1110,
02OA072,1,2050/12/23,922,
02OA072,1,2050/12/24,833,
02OA072,1,2050/12/25,927,
02OA072,1,2050/12/26,860,
02OA072,1,2050/12/27,809,
02OA072,1,2050/12/28,781,
02OA072,1,2050/12/29,742,
02OA072,1,2050/12/30,783,
02OA072,1,2050/12/31,726,
